episode,stage,load_factor,task_min_bits,task_max_bits,steps,episode_reward,reward_ma,episode_delay_mean,episode_drop_rate,episode_offload_rate,episode_energy_mean,actor_loss,critic_loss,entropy,total_loss
32,phase1,1.0,1500000.0,6000000.0,200,-165.19375,-171.488375,165.19375,0.17,0.79625,0.8307370314002037,0.002111298193660926,2.1843570543795217,0.5075915571378202,1.0922594593495738
33,phase1,1.0,1500000.0,6000000.0,200,-166.55750000000003,-170.9991875,166.5575,0.2075,0.7575,0.8875445973873138,0.009685415755577234,2.071617007255554,0.5273943762389981,1.0433843415610644
34,phase1,1.0,1500000.0,6000000.0,200,-162.27750000000006,-170.08925,162.2775,0.22375,0.74,0.9569751685857772,-0.00828352285435005,2.027207245632094,0.5074716988874941,1.0032902165335051
35,phase1,1.0,1500000.0,6000000.0,200,-164.84625000000005,-169.89612499999998,164.84625,0.16625,0.81625,0.7827582393586635,-0.008440825137860921,3.620232664808935,0.4443208842861409,1.7998982157026018
36,phase1,1.0,1500000.0,6000000.0,200,-166.70875,-169.47268749999998,166.70875,0.15,0.82875,0.7744474901258945,-0.006516869265434085,1.6392067549180012,0.4544123551067041,0.8112688502486871
37,phase1,1.0,1500000.0,6000000.0,200,-163.41375000000008,-168.93175000000002,163.41375,0.16375,0.8325,0.7308245232701301,-0.012519193946250848,1.2816042060754738,0.4226460183153347,0.6265923263771194
38,phase1,1.0,1500000.0,6000000.0,200,-166.54250000000005,-168.45225,166.5425,0.155,0.8525,0.6924036906659603,-0.009988757496585652,1.2340673244729334,0.4370115405442763,0.605296861456365
39,phase1,1.0,1500000.0,6000000.0,200,-160.34249999999997,-167.62150000000003,160.3425,0.1825,0.79875,0.7358888483047485,0.000675568613698896,0.8094406334721312,0.46263217682741126,0.4035453519650868
40,phase1,1.0,1500000.0,6000000.0,200,-164.81125,-167.17487500000004,164.81125,0.1975,0.7775,0.8480324719846248,-0.013679583899068589,0.6917232864973496,0.5046967249743792,0.330163269398772
41,phase1,1.0,1500000.0,6000000.0,200,-165.1125,-166.86387500000004,165.1125,0.23625,0.7175,1.0477633637189865,0.0006941047364047595,0.9744176791638745,0.5199149664567442,0.48582328339012304
42,phase1,1.0,1500000.0,6000000.0,200,-164.68875,-166.41375000000002,164.68875,0.23375,0.73125,1.1019818979501723,-0.007384550501117293,2.2971200164483516,0.510032902566754,1.1391353248333445
43,phase1,1.0,1500000.0,6000000.0,200,-165.32250000000002,-166.01881250000002,165.3225,0.205,0.7525,1.055197067707777,-0.0053639976231723415,0.7536551447547212,0.525402485107889,0.36936196760863677
44,phase1,1.0,1500000.0,6000000.0,200,-164.50875000000002,-165.88312500000004,164.50875,0.24375,0.7175,1.16893657669425,-0.003780133471044959,1.1574382757653996,0.5040220447949001,0.5729229158284713
45,phase1,1.0,1500000.0,6000000.0,200,-169.78249999999997,-165.75431250000003,169.7825,0.19125,0.77875,0.903703395575285,-0.004646248317190579,0.9025621614894088,0.5149445667558786,0.4445750571179147
46,phase1,1.0,1500000.0,6000000.0,200,-170.3574999999999,-165.79006250000003,170.3575,0.24125,0.72625,1.1147557173669338,0.013399210739500669,0.7246836168425423,0.519988728421075,0.3736610631553494
47,phase1,1.0,1500000.0,6000000.0,200,-168.41125,-165.84575,168.41125,0.2425,0.7125,1.3597783267498016,-0.006965596551949881,1.0366888374698406,0.5030794751887419,0.5093665004384761
48,phase1,1.0,1500000.0,6000000.0,200,-170.02750000000003,-166.12331250000003,170.0275,0.23,0.73375,0.9986232283711434,-0.005877286689926167,0.7874887220713557,0.4931172217641558,0.38589460775256157
49,phase1,1.0,1500000.0,6000000.0,200,-165.65999999999994,-166.05631250000005,165.66,0.19625,0.7925,0.8661129197478294,-0.0027473174339654495,0.4696930768538494,0.4814624257233678,0.23017337028773463
50,phase1,1.0,1500000.0,6000000.0,200,-164.78374999999997,-165.91331250000002,164.78375,0.23,0.73,1.141428202688694,-0.010062926933549496,0.6120295494186635,0.47420841333817465,0.29405501431652475
51,phase1,1.0,1500000.0,6000000.0,200,-163.13750000000007,-165.62431250000003,163.1375,0.2125,0.75,0.98093011662364,-0.00014777358963477367,0.570706485485544,0.4709289584841047,0.2833217522319482
52,phase1,1.0,1500000.0,6000000.0,200,-162.99125,-165.51418750000002,162.99125,0.22375,0.74875,1.0684740203619003,-4.8998467700213804e-05,0.6009439436756835,0.4873411910874503,0.2984736082809312
53,phase1,1.0,1500000.0,6000000.0,200,-161.79749999999999,-165.27618750000005,161.7975,0.24375,0.71625,1.1760755079984664,-0.005991657549629406,0.8143375485527272,0.47534146904945374,0.39927575189848336
54,phase1,1.0,1500000.0,6000000.0,200,-160.96250000000003,-165.2104375,160.9625,0.21875,0.75,1.1725077848136425,-0.0007153403356063122,0.4755356652396066,0.47326030597394825,0.235159448062887
55,phase1,1.0,1500000.0,6000000.0,200,-165.56499999999997,-165.246375,165.565,0.2175,0.755,1.4055076728761196,0.0007234861580084781,0.8448783171420194,0.454750127938329,0.42134364146967324
56,phase1,1.0,1500000.0,6000000.0,200,-160.93,-164.95743750000003,160.93,0.21375,0.7625,1.14799934014678,-0.0038093181364998526,0.5804627847914793,0.4658492450811425,0.2845586752709077
57,phase1,1.0,1500000.0,6000000.0,200,-165.65125000000003,-165.0693125,165.65125,0.245,0.71,1.331564904600382,0.0008575773170712042,0.7053258887359074,0.4865387544340017,0.3515743662660219
58,phase1,1.0,1500000.0,6000000.0,200,-163.65875000000008,-164.92512499999998,163.65875,0.2775,0.675,1.935719868838787,-0.014960818334805722,0.7956881139959607,0.4820138185608144,0.3809551835364225
59,phase1,1.0,1500000.0,6000000.0,200,-161.68874999999997,-164.9924375,161.68875,0.28625,0.65875,2.2712341004610064,-0.0009139018057256329,0.5470128710172615,0.4755467748155399,0.2706903476192027
60,phase1,1.0,1500000.0,6000000.0,200,-161.44874999999996,-164.82431249999996,161.44875,0.2625,0.69125,1.9480244064331054,-0.008463119859902226,0.6858203654386559,0.45613251048691417,0.332622532675765
61,phase1,1.0,1500000.0,6000000.0,200,-159.82125,-164.55974999999998,159.82125,0.2625,0.68875,2.1262974779307844,0.001369855357143952,0.4473206999958778,0.4401547908782959,0.2232695870785689
62,phase1,1.0,1500000.0,6000000.0,200,-160.07125000000002,-164.32887499999998,160.07125,0.25375,0.705,1.8469647851586342,-0.012702972647182795,0.3147158631864859,0.4574048038648099,0.14282533964522334
63,phase1,1.0,1500000.0,6000000.0,200,-167.3012499999998,-164.4278125,167.30125,0.2925,0.66375,1.8417449389398097,-0.00810338020780865,0.5310196025030953,0.4548498653635687,0.2555870203757469
64,phase1,1.0,1500000.0,6000000.0,200,-161.85999999999996,-164.29537499999998,161.86,0.2475,0.71,1.604979730695486,-0.007755216762271463,0.4952256770766511,0.46829912553028186,0.237984424228875
65,phase1,1.0,1500000.0,6000000.0,200,-161.26,-163.86925000000002,161.26,0.26875,0.67375,1.876436029970646,-0.017506681268616597,0.44188052050921384,0.4611899907491645,0.20158881906952178
66,phase1,1.0,1500000.0,6000000.0,200,-162.94625,-163.49868750000002,162.94625,0.2975,0.645,1.8836170491576194,-0.023611751765164793,0.44990589545697585,0.44454318467451603,0.19956302369127468
67,phase1,1.0,1500000.0,6000000.0,200,-162.98,-163.227125,162.98,0.275,0.67125,1.9758420012891293,-0.011928972103918085,0.5960579757787743,0.44141331254219524,0.28433436246550814
68,phase1,1.0,1500000.0,6000000.0,200,-159.37249999999997,-162.69437499999998,159.3725,0.255,0.7125,1.7757418178021909,0.005106973062668528,0.5288093844238593,0.4239769809100093,0.26781575625040094
69,phase1,1.0,1500000.0,6000000.0,200,-160.91749999999993,-162.45725,160.9175,0.29625,0.64875,2.1068410059809684,-0.009617485619169109,0.592181571284119,0.4349672180049273,0.28473343190794087
70,phase1,1.0,1500000.0,6000000.0,200,-160.11374999999995,-162.22375,160.11375,0.25375,0.70375,1.643151922672987,-0.004567613464076908,0.4933709906680243,0.42233969666519944,0.24042852321753697
71,phase1,1.0,1500000.0,6000000.0,200,-160.87374999999994,-162.11056249999996,160.87375,0.26,0.69375,1.8390475809574127,-0.0017431394520158671,0.4454750327431426,0.4325364347623319,0.21926423174101023
72,phase1,1.0,1500000.0,6000000.0,200,-160.20374999999996,-161.97118749999998,160.20375,0.2325,0.72875,1.415751847922802,-0.01113928736624669,0.32739471264031467,0.3989708691227193,0.1509621867301817
73,phase1,1.0,1500000.0,6000000.0,200,-162.33000000000004,-161.99781249999995,162.33,0.1875,0.79875,0.9987681637704372,-0.009245730147754051,0.4552157971323753,0.3964797276623395,0.21677624846675567
74,phase1,1.0,1500000.0,6000000.0,200,-157.83624999999998,-161.84149999999994,157.83625,0.205,0.77,1.4364199873805046,0.008933783261751642,0.6281651805858223,0.3701175676316631,0.3215359033261217
75,phase1,1.0,1500000.0,6000000.0,200,-160.1637499999999,-161.57143749999994,160.16375,0.2525,0.7325,1.5224280554056167,-0.008451717316496129,0.4426896559948824,0.39046797642902453,0.21133123925525923
76,phase1,1.0,1500000.0,6000000.0,200,-155.90124999999998,-161.31999999999994,155.90125,0.2475,0.7125,1.4758639040589332,0.010906344222627123,0.742425551828073,0.3842752831322806,0.3805820156192901
77,phase1,1.0,1500000.0,6000000.0,200,-157.02375000000004,-160.88862499999996,157.02375,0.205,0.765,1.3050152677297593,0.004862473289273223,0.48161482476458256,0.3979808457043706,0.2440779636785084
78,phase1,1.0,1500000.0,6000000.0,200,-163.20125000000007,-160.86574999999993,163.20125,0.235,0.75,1.5726531672477722,-0.004084760551245845,0.5191545474285982,0.38271515892476454,0.2539616530875162
79,phase1,1.0,1500000.0,6000000.0,200,-159.51875000000004,-160.75724999999997,159.51875,0.27375,0.67625,2.06249755859375,-0.008947530457255791,0.3446960865843053,0.4136939827276736,0.16174573665104655
80,phase1,1.0,1500000.0,6000000.0,200,-156.915,-160.53056249999997,156.915,0.21125,0.76375,1.5595881249010564,-0.000555245680924581,0.29191153572530165,0.37676873803138733,0.14389344638365567
81,phase1,1.0,1500000.0,6000000.0,200,-160.48249999999996,-160.56362499999997,160.4825,0.18875,0.79625,1.1356001636385917,0.0007916364951857499,0.505056551524571,0.3530987403830703,0.251907518295077
82,phase1,1.0,1500000.0,6000000.0,200,-159.11499999999998,-160.51581249999998,159.115,0.18625,0.81875,1.0984245805442334,-0.0021521001388984068,1.128337989048082,0.32577602778162273,0.5607137892927442
83,phase1,1.0,1500000.0,6000000.0,200,-160.43624999999997,-160.17256249999997,160.43625,0.195,0.78125,1.3673965990543366,-0.0037764051967129415,0.3597742066699631,0.3796801141330174,0.17459197640799137
84,phase1,1.0,1500000.0,6000000.0,200,-160.20374999999999,-160.08974999999998,160.20375,0.22625,0.74625,1.402999459207058,-0.010947148201569003,0.4077370930082944,0.39787351963471396,0.19132990474641628
85,phase1,1.0,1500000.0,6000000.0,200,-159.88375000000008,-160.02093749999997,159.88375,0.2425,0.71875,1.6787276460230351,-0.00227613629279088,0.41958691240573415,0.4024468575205122,0.20590753220401856
86,phase1,1.0,1500000.0,6000000.0,200,-161.745,-159.96087500000002,161.745,0.24,0.7325,1.6213250279426574,-0.011805963265348454,0.20458529205346593,0.3900824250007162,0.08892635263654651
87,phase1,1.0,1500000.0,6000000.0,200,-157.18125000000003,-159.67093749999998,157.18125,0.21625,0.74125,1.1890396150946616,0.003909729364119014,0.42691678295330127,0.3958796743227511,0.21578460072680394
88,phase1,1.0,1500000.0,6000000.0,200,-157.15374999999992,-159.56,157.15375,0.205,0.77375,1.1229634082317352,0.0017168801658007564,0.5142307634256325,0.3760077734382785,0.25732822906301944
89,phase1,1.0,1500000.0,6000000.0,200,-157.32125000000005,-159.38018749999998,157.32125,0.2,0.77625,1.494289998561144,-0.006716829325471606,0.3044865237815039,0.36034784025075484,0.1440850418555189
90,phase1,1.0,1500000.0,6000000.0,200,-162.3762499999999,-159.4933125,162.37625,0.20625,0.77875,1.4756250545382499,-0.0019965244229046665,0.6253301537766749,0.3239410446614635,0.30937278804806423
91,phase1,1.0,1500000.0,6000000.0,200,-159.21499999999997,-159.410375,159.215,0.2125,0.76375,1.2196209855377673,0.004012119614196067,0.28029843130890203,0.3307799715168622,0.1428382173560712
92,phase1,1.0,1500000.0,6000000.0,200,-161.90375000000003,-159.49537500000002,161.90375,0.17875,0.8125,0.9528825823962689,-0.004168888934108676,0.26210409037920895,0.3271110739026751,0.12557471156291358
93,phase1,1.0,1500000.0,6000000.0,200,-159.70249999999996,-159.36399999999998,159.7025,0.20375,0.7725,1.325478587448597,0.0018228074839832832,0.5553600879348054,0.3221506552428615,0.2782142483914385
94,phase1,1.0,1500000.0,6000000.0,200,-155.17500000000015,-159.2309375,155.175,0.21,0.7625,1.468484543412924,-0.009300367298478983,0.28009028884829307,0.3406284670440518,0.12938226264312255
95,phase1,1.0,1500000.0,6000000.0,200,-158.71500000000012,-159.1585,158.715,0.22,0.7475,1.5447944588959217,-0.0032568927854299545,0.318509540995773,0.3437619148468485,0.1546228302082009
96,phase1,1.0,1500000.0,6000000.0,200,-159.13999999999996,-159.32043750000003,159.14,0.2525,0.7175,1.8403135837614537,-0.004808131985518397,0.2927210820572717,0.3437064661055195,0.14017758355951127
97,phase1,1.0,1500000.0,6000000.0,200,-159.1749999999999,-159.42800000000003,159.175,0.25125,0.70125,1.7792932622134685,0.002950461467309874,0.23471199675482146,0.37234172711567004,0.11881709293395813
98,phase1,1.0,1500000.0,6000000.0,200,-157.3499999999999,-159.1354375,157.35,0.27625,0.68625,1.997400892227888,0.013764438494963914,0.44380979939382903,0.3559965302749556,0.23424535092650628
99,phase1,1.0,1500000.0,6000000.0,200,-160.5,-159.1845,160.5,0.29375,0.655,2.0703205221891405,-0.011919940517721127,0.39026858399108966,0.3837180843158644,0.18167947889638267
100,phase1,1.0,1500000.0,6000000.0,200,-161.37624999999997,-159.40756249999998,161.37625,0.325,0.615,2.44510449975729,-0.010591195687195477,0.5112901409061588,0.37321678412203885,0.243561006778357
101,phase1,1.0,1500000.0,6000000.0,200,-161.49125000000004,-159.458,161.49125,0.2925,0.6525,1.9432185059785843,-0.007445563334135377,0.35252498516014646,0.3970561100512135,0.16722870460350295
102,phase1,1.0,1500000.0,6000000.0,200,-156.59749999999994,-159.332125,156.5975,0.285,0.6575,2.1179078929126263,-0.010541155288109973,0.35332509662423817,0.3811734355225855,0.16459669860802134
103,phase1,1.0,1500000.0,6000000.0,200,-159.16250000000002,-159.26843749999998,159.1625,0.2975,0.65875,2.1758400082588194,0.012002067450357944,0.35095030555919726,0.37534622331054845,0.18597583377695814
104,phase1,1.0,1500000.0,6000000.0,200,-163.13625000000002,-159.4150625,163.13625,0.32,0.63125,2.3380416463315488,-0.005747483320990387,0.5061372387774137,0.40365660190582275,0.24570650881992614
105,phase1,1.0,1500000.0,6000000.0,200,-158.6725,-159.35449999999997,158.6725,0.30375,0.64625,2.24502347484231,0.00451336821959335,0.4465296669882171,0.41586725626673016,0.22611473217530517
106,phase1,1.0,1500000.0,6000000.0,200,-154.84124999999997,-159.0093125,154.84125,0.265,0.68875,1.8839474914968013,0.002241300799104632,0.2614044653517859,0.3777434734665618,0.1314325599185172
107,phase1,1.0,1500000.0,6000000.0,200,-158.91125000000008,-159.0958125,158.91125,0.24375,0.71625,1.7579822647571564,0.0022397053485014,0.8052083366379446,0.348380378314427,0.4034503509803694
108,phase1,1.0,1500000.0,6000000.0,200,-159.48874999999992,-159.21256250000002,159.48875,0.29125,0.6625,2.2217403650283813,0.006197392237277663,0.3230220447389447,0.3992049718389706,0.16611159695502448
109,phase1,1.0,1500000.0,6000000.0,200,-162.15499999999994,-159.45425,162.155,0.2625,0.67625,2.1300735706090927,-0.0033218518887855567,0.3456144898521657,0.3655331597036245,0.16802326202088472
110,phase1,1.0,1500000.0,6000000.0,200,-157.04500000000002,-159.18768749999998,157.045,0.2975,0.67625,1.9644148649275304,-0.0020280041902953263,0.39931922238700246,0.3312092660641184,0.19630677115685324
111,phase1,1.0,1500000.0,6000000.0,200,-152.99500000000003,-158.8766875,152.995,0.225,0.73375,1.779219426959753,-0.01253809785584406,1.0163264888889936,0.29541231326910916,0.4944434949025816
112,phase1,1.0,1500000.0,6000000.0,200,-156.66249999999994,-158.614625,156.6625,0.24625,0.71625,1.8127141039073467,0.002603816476707556,0.3830711355014723,0.34473482200077604,0.19276044297279143
113,phase1,1.0,1500000.0,6000000.0,200,-155.90125000000003,-158.4245625,155.90125,0.19125,0.7975,1.4365591277182101,-0.011066543679608375,0.7297036550482925,0.2888396105595997,0.3526299269204693
114,phase1,1.0,1500000.0,6000000.0,200,-159.815,-158.65656249999998,159.815,0.1825,0.79625,1.3779907451570035,0.0015271096965488121,0.6619663512220189,0.3068244335602741,0.3312829880385983
115,phase1,1.0,1500000.0,6000000.0,200,-155.31624999999997,-158.48662499999995,155.31625,0.2175,0.75125,1.4990666781365871,-0.018808550600494658,0.47441517668110983,0.33654429717939727,0.21705286060364878
116,phase1,1.0,1500000.0,6000000.0,200,-158.45374999999996,-158.45231249999998,158.45375,0.23125,0.7425,1.7135981306433679,0.0024623700360558473,0.33395872462768944,0.34539543670050954,0.1680601507577361
117,phase1,1.0,1500000.0,6000000.0,200,-160.60125000000002,-158.523625,160.60125,0.24375,0.7225,1.4598706260323524,-8.995863323917194e-05,0.39946059913051374,0.35658823774785414,0.19821398644423
118,phase1,1.0,1500000.0,6000000.0,200,-156.82625000000004,-158.49743750000002,156.82625,0.20625,0.76875,1.5837367323040963,-0.0117407764061069,0.38854958846861004,0.2973073629700408,0.18134478844550192
119,phase1,1.0,1500000.0,6000000.0,200,-159.39749999999998,-158.4423125,159.3975,0.25875,0.71,1.9090637159347534,-0.001164929570668206,0.4455936246988725,0.3032053903657563,0.2204190618833717
120,phase1,1.0,1500000.0,6000000.0,200,-161.6962499999999,-158.4583125,161.69625,0.2825,0.68375,1.9443576945364476,-0.0010469242816372793,0.5260162973890499,0.2844542499099459,0.2608234068872977
121,phase1,1.0,1500000.0,6000000.0,200,-157.14374999999993,-158.2409375,157.14375,0.3025,0.645,2.195911140590906,-0.004319761461597316,0.5319989025592804,0.3512864526437253,0.26027454025283153
122,phase1,1.0,1500000.0,6000000.0,200,-159.90874999999997,-158.4065,159.90875,0.26,0.70125,1.8894481889903545,-0.004583681990601578,0.36068894425216985,0.33984731228984133,0.1744014013330547
123,phase1,1.0,1500000.0,6000000.0,200,-156.3074999999999,-158.26375,156.3075,0.26625,0.69375,1.8191860491037368,-0.005958195329092595,0.27639150710738436,0.32657494897745093,0.13093125744846326
124,phase1,1.0,1500000.0,6000000.0,200,-157.80125,-157.99699999999999,157.80125,0.24,0.74,1.6717457093298436,0.0010847079909729715,1.1508206670381584,0.2584326948438372,0.5754613023327322
125,phase1,1.0,1500000.0,6000000.0,200,-157.43250000000015,-157.935,157.4325,0.28375,0.67125,2.111839532405138,-0.012268386344064255,0.630268179640478,0.27435565633433207,0.3017682801095807
126,phase1,1.0,1500000.0,6000000.0,200,-162.10249999999996,-158.29806250000001,162.1025,0.2975,0.6625,2.1108140613138677,0.0007922756010476424,0.9595984859125954,0.29731859570863295,0.47940224545950794
127,phase1,1.0,1500000.0,6000000.0,200,-157.40749999999989,-158.222875,157.4075,0.32125,0.60875,2.3467955528199673,0.013387343865268084,0.4532368639293982,0.37393770351701855,0.23851002243404484
128,phase1,1.0,1500000.0,6000000.0,200,-157.97625,-158.14725,157.97625,0.33375,0.6025,2.4756094628572463,-0.006932105564949464,0.37562381035211134,0.39078246695654734,0.1793166697856837
129,phase1,1.0,1500000.0,6000000.0,200,-160.86999999999995,-158.083,160.87,0.30875,0.63,2.4969554686546327,-0.011589050007870003,0.3341595895436345,0.390422094233182,0.15392905388179481
130,phase1,1.0,1500000.0,6000000.0,200,-156.37875000000003,-158.04968749999998,156.37875,0.25875,0.70875,1.9376791435480119,0.011661775258122658,0.4378470541263113,0.3101941727253856,0.2293445256595709
131,phase1,1.0,1500000.0,6000000.0,200,-161.53249999999997,-158.47656249999997,161.5325,0.29875,0.65875,2.2585254435241224,0.006552023794121889,0.45180374840084386,0.3373021945661428,0.23110468854785574
132,phase1,1.0,1500000.0,6000000.0,200,-158.03125000000006,-158.54499999999996,158.03125,0.31375,0.63,2.149921266138554,0.0006727373170457324,0.5407179423740932,0.35615672079884275,0.2696070845181845
133,phase1,1.0,1500000.0,6000000.0,200,-159.93124999999998,-158.74649999999997,159.93125,0.3425,0.59,2.548589147776365,-0.008232768453961732,0.5188765063577768,0.3795809837020173,0.2496871587877371
134,phase1,1.0,1500000.0,6000000.0,200,-160.1112499999999,-158.76131249999997,160.11125,0.28375,0.6625,2.2605826446413992,-0.018379706585285614,0.4042407304656749,0.32973166692013645,0.18242173070534684
135,phase1,1.0,1500000.0,6000000.0,200,-160.23000000000002,-159.00699999999998,160.23,0.3375,0.6025,2.38979711458087,-0.005553413866734018,0.3506891508491672,0.36158447180475506,0.16834482250317018
136,phase1,1.0,1500000.0,6000000.0,200,-158.02374999999998,-158.98549999999997,158.02375,0.30625,0.65625,2.1987453746795653,-0.00570598448037493,0.5325956910240407,0.33265136760108327,0.2592612580985439
137,phase1,1.0,1500000.0,6000000.0,200,-157.50249999999997,-158.83056249999998,157.5025,0.2725,0.6975,2.0533450435101988,-0.012869367898650924,0.3433914208898739,0.3417235947385126,0.15745944982128485
