metric,no_skip,mixed_skip,diff_skip_minus_no_skip,relative_diff
Average reward,-0.9790985416666665,-0.985926875,-0.006828333333333436,-0.006974102240730471
Average delay,195.81970833333332,197.185375,1.3656666666666695,0.00697410224073038
Drop rate,0.21041666666666667,0.207875,-0.0025416666666666643,-0.012079207920792067
Offload rate,0.770875,0.7794583333333334,0.008583333333333387,0.011134533268472045
