policy,reward_mean,reward_std,delay_mean,delay_std,drop_rate_mean,drop_rate_std,offload_rate_mean,offload_rate_std,energy_mean,energy_std,load_name,load_factor,task_min_bits,task_max_bits,avg_task_mbits
distilled_mappo,-147.3047,2.4381805660164053,147.3047,2.438180566016388,0.163175,0.011297704412844231,0.7923749999999999,0.014424913344627066,1.6141916816294195,0.11006357641052282,load_05,0.9,1350000.0,5400000.0,3.375
offload,-160.2883,3.3801386968584626,160.2883,3.3801386968584577,0.03465,0.0057447802394869725,1.0,0.0,0.5935857180804014,0.008867307804991674,load_05,0.9,1350000.0,5400000.0,3.375
greedy,-176.75709999999995,1.1612735315161589,176.75709999999995,1.1612735315161535,0.5714999999999999,0.003992179855667831,0.2641,0.0010908712114635734,4.583570258164405,0.028594239829489713,load_05,0.9,1350000.0,5400000.0,3.375
mappo,-150.020725,2.3045058864374752,150.020725,2.3045058864374806,0.181225,0.011972598924210234,0.7853249999999999,0.015247561280414636,1.670812542256713,0.10510428151587413,load_06,0.95,1425000.0,5700000.0,3.5625
pruned_mappo,-150.43174999999997,2.408056711333841,150.43175,2.408056711333849,0.1901,0.010295144486601439,0.7680499999999999,0.014656824349087355,1.8286061246961356,0.11108712293009401,load_06,0.95,1425000.0,5700000.0,3.5625
distilled_mappo,-150.01825,2.2599072989837343,150.01825,2.259907298983744,0.18159999999999996,0.011494672679115314,0.7848,0.014856311789943013,1.6722573121249675,0.1055294780625652,load_06,0.95,1425000.0,5700000.0,3.5625
offload,-162.286525,3.2068750491132296,162.286525,3.206875049113232,0.04939999999999999,0.007229453644640098,1.0,0.0,0.5935857180804014,0.008867307804991674,load_06,0.95,1425000.0,5700000.0,3.5625
greedy,-178.74302500000002,1.0606773216322736,178.74302500000002,1.060677321632266,0.5779749999999999,0.003639110468232585,0.26497499999999996,0.0012621905561364351,4.576242760360241,0.02844977491438602,load_06,0.95,1425000.0,5700000.0,3.5625
mappo,-152.918475,2.2920423246801107,152.918475,2.2920423246801103,0.1997,0.011134293870740072,0.7787999999999999,0.014931008003480536,1.7137967144429682,0.10960752003188472,load_07,1.0,1500000.0,6000000.0,3.75
pruned_mappo,-153.1752,2.1944588792000705,153.17520000000002,2.1944588792000648,0.209275,0.011118930928825843,0.758025,0.013910629928223959,1.9045920243322851,0.10993605683026451,load_07,1.0,1500000.0,6000000.0,3.75
distilled_mappo,-152.92492499999997,2.28605711884568,152.924925,2.2860571188456764,0.20002499999999998,0.010972949694589873,0.7784749999999999,0.014222099880116156,1.7187947519391775,0.10725962466125642,load_07,1.0,1500000.0,6000000.0,3.75
offload,-164.6763,3.202972193525873,164.6763,3.20297219352588,0.067,0.008015609770940698,1.0,0.0,0.5935857180804014,0.008867307804991674,load_07,1.0,1500000.0,6000000.0,3.75
greedy,-180.72400000000002,1.0517699071089694,180.724,1.0517699071089663,0.5842499999999999,0.0035619517121937504,0.2659,0.0012257650672131257,4.565387753880024,0.03006478851471063,load_07,1.0,1500000.0,6000000.0,3.75
mappo,-155.704975,2.440428823613786,155.704975,2.440428823613791,0.216875,0.0120681657678373,0.7739999999999999,0.016087650543196164,1.7536115169495343,0.1174510121161706,load_08,1.05,1575000.0,6300000.0,3.9375
pruned_mappo,-156.1859,2.346063938280458,156.1859,2.3460639382804556,0.22715,0.01021041135312383,0.7511999999999999,0.013214480693542214,1.9547054344594479,0.1032481736364985,load_08,1.05,1575000.0,6300000.0,3.9375
distilled_mappo,-155.69659999999996,2.4194684984516726,155.6966,2.419468498451672,0.21687500000000004,0.011538657850894099,0.7738499999999999,0.015588136514670375,1.7573159570276735,0.12087822665118225,load_08,1.05,1575000.0,6300000.0,3.9375
offload,-167.1525,3.1730522372000083,167.1525,3.1730522372000136,0.085425,0.008191497115912327,1.0,0.0,0.5935857180804014,0.008867307804991674,load_08,1.05,1575000.0,6300000.0,3.9375
