epoch,train_loss,train_agreement,val_loss,val_agreement
1.0,0.021886981596034152,0.98810117464539,0.0040383617306360975,0.9944335930049419
2.0,0.00185053515890349,0.9964871453055253,0.000898041864275001,0.9966308586299419
3.0,0.0006763546284641542,0.9971104830714828,0.0005439574815682136,0.9974365234375
4.0,0.0004907287215543184,0.997545434228072,0.00044033568519807886,0.997802734375
5.0,0.00040942624088290895,0.9978723403409864,0.0003712414727488067,0.997802734375
6.0,0.00033914356584105877,0.9980745789007093,0.00031335066341853235,0.998291015625
7.0,0.0002856048228382628,0.9981410680933201,0.00026820939001481747,0.998046875
8.0,0.0002457836414984566,0.9984208776595744,0.00023633318323845742,0.9984130859375
9.0,0.00021567254449845233,0.9985732491134752,0.00020619260612875223,0.9982177726924419
10.0,0.00019216569737491614,0.9986480495608445,0.00018604964498081245,0.9984619133174419
11.0,0.00017407897363188975,0.9987145391761834,0.0001686527939455118,0.9984619133174419
12.0,0.00015805443270579443,0.9986702127659575,0.0001542404593237734,0.9985839836299419
13.0,0.0001471767043393495,0.9987450132133268,0.00014470258383880719,0.9985839836299419
14.0,0.00013466874911146015,0.9988004210147452,0.00013494106724465382,0.9984619133174419
15.0,0.00012772486093932933,0.9988225842198581,0.00012670098521994078,0.9985839836299419
16.0,0.00011892264546019005,0.9988142729650998,0.00012239517218404217,0.9983398430049419
17.0,0.00011326610170559072,0.9988281249154544,0.00011394161765565514,0.9985839836299419
18.0,0.00010869181324836818,0.998841976865809,0.000107545768514683,0.9985839836299419
19.0,0.00010299194519117422,0.9989888076241135,0.00011090475163655356,0.9985839836299419
20.0,0.00010089910866160949,0.9990082002700643,9.843053931035683e-05,0.9985839836299419
21.0,9.769761341653685e-05,0.998933399822695,0.00010069343079521786,0.9985839836299419
22.0,9.628820252862382e-05,0.9989472517730497,9.906881405186141e-05,0.9985839836299419
23.0,9.216016947670761e-05,0.9989804963693552,8.788593686404056e-05,0.9985839836299419
24.0,9.136446892013047e-05,0.9989611037234043,8.841255248626112e-05,0.9987060539424419
25.0,8.640844038033738e-05,0.9990442154255319,8.420981976087205e-05,0.9984619133174419
26.0,8.444930364853366e-05,0.9990165115248227,9.176184585157898e-05,0.9987060539424419
27.0,8.218024734734617e-05,0.9989472517730497,9.020286734084948e-05,0.9987060539424419
28.0,7.905154754217806e-05,0.9990774600218374,7.805667860338872e-05,0.9988281242549419
29.0,7.732764479055248e-05,0.9990165115248227,7.530688662882312e-05,0.9985839836299419
30.0,7.87227824943368e-05,0.9990026595744681,7.421233590321208e-05,0.9987060539424419
