epoch,train_loss,train_agreement,val_loss,val_agreement
1.0,0.08395169353020107,0.9752105495608445,0.030705642886459827,0.9847412109375
2.0,0.018425873513762833,0.9910267067293749,0.010477561212610453,0.9923828132450581
3.0,0.0068557005365716015,0.9942237367021277,0.004560835383017547,0.992431640625
4.0,0.0033143408338915793,0.9949024822695035,0.0026779179606819525,0.99365234375
5.0,0.002152722127444989,0.9956781914893617,0.0019048909016419202,0.9945068359375
6.0,0.0016215557632109163,0.9961768617021277,0.0014814907262916677,0.9956298843026161
7.0,0.00130598180174352,0.9964871453055253,0.0012191105197416618,0.9955566413700581
8.0,0.001087152276927909,0.9966533687097806,0.0010339087421016302,0.9959960952401161
9.0,0.0009268981958607357,0.9966755319148937,0.0008923399509512819,0.9959228523075581
10.0,0.0008077707037607089,0.996841755319149,0.0007848862696846481,0.9964843764901161
11.0,0.0007154435465931364,0.9969719635679367,0.0007041026765364222,0.9964843764901161
12.0,0.0006489572018229713,0.9971243350218374,0.000645580621494446,0.9966064468026161
13.0,0.0005893379696298073,0.9971658908729012,0.000594866734900279,0.9967285171151161
14.0,0.0005528376578495355,0.9972767064757381,0.0005518916786968475,0.9968505874276161
15.0,0.0005121404511097766,0.9974429298799934,0.0005273835740808863,0.9969238266348839
16.0,0.00048000408325786867,0.9974373891843972,0.0004998062595404917,0.9969238266348839
17.0,0.00045740610221400857,0.9973265735815603,0.0004644652199203847,0.9970458969473839
18.0,0.0004319342083201896,0.9975897606382979,0.0004440777665877249,0.9967285171151161
19.0,0.000414945921036646,0.9976507091353125,0.000427375662184204,0.9968505874276161
20.0,0.0003965467228826651,0.997636857184958,0.0004049739200127078,0.9967285171151161
21.0,0.0003817863722128714,0.9977947693344549,0.0004016723505628761,0.9972167983651161
22.0,0.0003662356588302563,0.997775376688504,0.00040939637256087735,0.9971191398799419
23.0,0.00035507827485310484,0.9978113918439716,0.0003703442416735925,0.9970947280526161
24.0,0.0003404190236659628,0.9978113918439716,0.00036149914012639783,0.9971191398799419
25.0,0.0003318554764705981,0.9979055849372918,0.00036427867962629534,0.9971191398799419
26.0,0.00032587720622830356,0.9979693039934686,0.0003453666722634807,0.9973388686776161
27.0,0.00031350365790772973,0.9979914671985816,0.0003310305855848128,0.9975341781973839
28.0,0.0003052614145236856,0.998046875,0.00031889048659650143,0.9972412101924419
29.0,0.00029976978860481754,0.9980191710992907,0.00031844445402384736,0.9974121078848839
30.0,0.00028834048413394137,0.9980164005401286,0.00030339629120135214,0.9975341781973839
