policy,reward_mean,reward_std,delay_mean,delay_std,drop_rate_mean,drop_rate_std,offload_rate_mean,offload_rate_std,energy_mean,energy_std
mappo,-155.00375000000005,0.0,155.00375,0.0,0.1925,0.0,0.78625,0.0,1.6313135252892972,0.0
pruned_mappo,-154.72125,0.0,154.72125,0.0,0.205,0.0,0.75875,0.0,1.8447797881066799,0.0
distilled_mappo,-154.68875,0.0,154.68875,0.0,0.20625,0.0,0.7575,0.0,1.8715410535037518,0.0
