metric,no_skip,mixed_skip,diff_skip_minus_no_skip,relative_diff
Average reward,-0.9790985416666665,-0.9868658333333333,-0.007767291666666787,-0.00793310513305938
Average delay,195.81970833333332,197.37316666666666,1.5534583333333387,0.007933105133059285
Drop rate,0.21041666666666667,0.20425,-0.006166666666666681,-0.029306930693069378
Offload rate,0.770875,0.7836666666666666,0.012791666666666646,0.016593697637965487
