episode,step,target_agent_id,pc_repeat_agent_id,nano_action,nano_called,nano_skip_used,nano_repeat_raw,nano_repeat_slots,nano_remaining_before,nano_remaining_after,nano_safety_interrupted,nano_interrupt_reason,nano_infer_ms,round_trip_ms,pc_repeat_action,pc_repeat_called,pc_repeat_skip_used,pc_repeat_repeat_raw,pc_repeat_repeat_slots,pc_repeat_remaining_before,pc_repeat_remaining_after,pc_repeat_safety_interrupted,pc_repeat_interrupt_reason,pc_repeat_infer_ms,pc_regular_agent_ids,pc_regular_infer_ms,teacher_action_target,target_action_match,reward,delay,drop,offload_rate,joint_actions
0,23,0,1,1,1,0,0.984033465385437,5,2,5,1,obs_changed,0.09343100009573391,6.937399972230196,1,0,1,,,1,0,0,,,"[2, 3]",0.2367000561207533,1,1,-0.24125,48.25,0.0,1.0,"[1, 1, 1, 1]"
0,24,0,1,1,0,1,,,5,4,0,,,,1,1,0,0.9986070394515991,5,0,5,0,,0.23359991610050201,"[2, 3]",0.19679998513311148,1,1,-0.24875,49.75,0.0,1.0,"[1, 1, 1, 1]"
0,25,0,1,1,0,1,,,4,3,0,,,,1,1,0,0.9869016408920288,5,5,5,1,obs_changed,0.16910000704228878,"[2, 3]",0.18150010146200657,1,1,-0.25625,51.25,0.0,1.0,"[1, 1, 1, 1]"
0,26,0,1,1,0,1,,,3,2,0,,,,1,0,1,,,5,4,0,,,"[2, 3]",0.18430000636726618,1,1,-0.26375,52.75,0.0,1.0,"[1, 1, 1, 1]"
0,27,0,1,1,1,0,0.9974924325942993,5,2,5,1,obs_changed,0.09090999992622528,6.656300043687224,1,1,0,1.0019359588623047,5,4,5,1,obs_changed,0.19459996838122606,"[2, 3]",0.19519997294992208,1,1,-0.57875,115.75,0.25,1.0,"[1, 1, 1, 1]"
0,28,0,1,1,0,1,,,5,4,0,,,,1,0,1,,,5,4,0,,,"[2, 3]",0.19079993944615126,1,1,-0.27875,55.75,0.0,1.0,"[1, 1, 1, 1]"
0,29,0,1,1,0,1,,,4,3,0,,,,1,0,1,,,4,3,0,,,"[2, 3]",0.1821999903768301,1,1,-0.28875,57.75,0.0,1.0,"[1, 1, 1, 1]"
0,30,0,1,1,1,0,0.9885576963424683,5,3,5,1,energy_low,0.08972600062406855,5.216699908487499,1,0,1,,,3,2,0,,,"[2, 3]",0.3829000052064657,1,1,-0.29625,59.25,0.0,1.0,"[1, 1, 1, 1]"
0,31,0,1,1,1,0,0.9884606003761292,5,5,5,1,queue_pressure,0.08566199994675117,35.09889997076243,1,0,1,,,2,1,0,,,"[2, 3]",0.3402999136596918,1,1,-0.60125,120.25,0.25,1.0,"[1, 1, 1, 1]"
0,32,0,1,1,1,0,1.006533145904541,5,5,5,1,queue_pressure,0.08350099960807711,6.389499991200864,1,1,0,0.9880810379981995,5,1,5,1,energy_low,0.2565999748185277,"[2, 3]",0.23310002870857716,1,1,-0.30625,61.25,0.0,1.0,"[1, 1, 1, 1]"
0,33,0,1,1,0,1,,,5,4,0,,,,1,0,1,,,5,4,0,,,"[2, 3]",0.22430007811635733,1,1,-0.60875,121.75,0.25,1.0,"[1, 1, 1, 1]"
0,34,0,1,1,1,0,1.0137885808944702,5,4,5,1,obs_changed,0.08288299977721181,5.374400061555207,1,0,1,,,4,3,0,,,"[2, 3]",0.32649992499500513,1,1,-0.31875,63.75,0.0,1.0,"[1, 1, 1, 1]"
0,35,0,1,1,0,1,,,5,4,0,,,,1,0,1,,,3,2,0,,,"[2, 3]",0.18990004900842905,1,1,-0.32875,65.75,0.0,1.0,"[1, 1, 1, 1]"
0,36,0,1,1,1,0,1.0056692361831665,5,4,5,1,energy_low,0.08602200068708044,35.467500099912286,1,0,1,,,2,1,0,,,"[2, 3]",0.33629999961704016,1,1,-0.33625,67.25,0.0,1.0,"[1, 1, 1, 1]"
0,37,0,1,1,0,1,,,5,4,0,,,,1,0,1,,,1,0,0,,,"[2, 3]",0.18590001855045557,1,1,-0.3475,69.5,0.0,1.0,"[1, 1, 1, 1]"
0,38,0,1,1,0,1,,,4,3,0,,,,1,1,0,0.9980049133300781,5,0,5,0,,0.16219995450228453,"[2, 3]",0.17680006567388773,1,1,-0.6425,128.5,0.25,1.0,"[1, 1, 1, 1]"
0,39,0,1,1,1,0,1.0020372867584229,5,3,5,1,energy_low,0.08278099994640797,7.106399978511035,1,0,1,,,5,4,0,,,"[2, 3]",0.3431000513955951,1,1,-0.36125,72.25,0.0,1.0,"[1, 1, 1, 1]"
0,40,0,1,1,0,1,,,5,4,0,,,,1,1,0,0.9836899638175964,5,4,5,1,energy_low,0.17499993555247784,"[2, 3]",0.18069997895509005,1,1,-0.36625,73.25,0.0,1.0,"[1, 1, 1, 1]"
