epoch,train_loss,train_action_loss,train_repeat_loss,train_agreement,train_repeat_mae,val_loss,val_action_loss,val_repeat_loss,val_agreement,val_repeat_mae,val_repeat_exact,val_repeat_pred_mean,val_repeat_target_mean
17.0,0.04581398065102861,0.00023891120973201666,0.045575069382469705,0.9984762854609929,0.6122395831642421,0.04549823934212327,0.00023278947355720447,0.04526544990949333,0.9987060539424419,0.609619140625,0.5856689438223839,3.3684326112270355,3.3368896543979645
18.0,0.045632527705202715,0.00023036562744362926,0.04540216196196299,0.9985178413120568,0.6122672870649514,0.04539233329705894,0.00024031796783674508,0.045152015052735806,0.9984619133174419,0.6175048835575581,0.5802734382450581,3.3281738311052322,3.3368896543979645
19.0,0.04545896666798186,0.00022277982508373968,0.045236186725450746,0.9985178413120568,0.6097628546099291,0.04515483579598367,0.00022276382242125692,0.044932072749361396,0.9984619133174419,0.6136962883174419,0.5812011733651161,3.3465332090854645,3.3368896543979645
20.0,0.0452809436577009,0.00021638113133037951,0.04506456252213911,0.9985178413120568,0.6098847516039585,0.04502253094688058,0.00023878776300989557,0.044783743331208825,0.9982177726924419,0.6106445305049419,0.5837646499276161,3.3416259735822678,3.3368896543979645
21.0,0.045119584663539915,0.00021355740401104542,0.04490602721876286,0.9985510859083622,0.6080258201200066,0.044851562241092324,0.00020784946900676005,0.04464371223002672,0.9984619133174419,0.6084228530526161,0.586181640625,3.3314941376447678,3.3368896543979645
22.0,0.04493011510435571,0.00019960335256855486,0.04473051156663726,0.9986757534615537,0.6075326906028369,0.04467717232182622,0.00019717108898476,0.0444800010882318,0.9985839836299419,0.6057861335575581,0.5879638679325581,3.330078125,3.3368896543979645
23.0,0.04477992381715606,0.00019417647410643202,0.044585747261208,0.9986425088652482,0.6044160017730497,0.044541014125570655,0.0001933882040248136,0.04434762569144368,0.9985839836299419,0.6062744148075581,0.5854003913700581,3.328369140625,3.3368896543979645
24.0,0.04461562205502327,0.00018903798797722667,0.04442658399542173,0.9985372339580076,0.604582225177305,0.044400570914149284,0.00019060900285694515,0.04420996201224625,0.9983398430049419,0.6020019538700581,0.5888183601200581,3.3249267637729645,3.3368896543979645
25.0,0.04446282932627286,0.00019021649000314163,0.04427261275391207,0.9986979166666666,0.603424202043114,0.04430700233206153,0.00020860145923506934,0.04409840074367821,0.9985839836299419,0.5946777351200581,0.59619140625,3.3185791075229645,3.3368896543979645
26.0,0.044336430358548534,0.00018208884155825243,0.044154341392060543,0.9986702127659575,0.6018894061129144,0.04412685986608267,0.0001802672932171845,0.043946592370048165,0.9984619133174419,0.6040527336299419,0.5853271484375,3.3532958924770355,3.3368896543979645
27.0,0.04423740960604756,0.00018258271689348398,0.044054826761179784,0.9986896054119083,0.6021498226104899,0.044038992607966065,0.00019026386235054815,0.04384872899390757,0.9982177726924419,0.5983642563223839,0.5924316421151161,3.3219726532697678,3.3368896543979645
28.0,0.04408669447962274,0.0001769411913862333,0.04390975323023526,0.998703457362263,0.5985289228723404,0.04388947947882116,0.00017351596306980355,0.043715963838621974,0.9984619133174419,0.6041015610098839,0.5840576179325581,3.3345947265625,3.3368896543979645
29.0,0.04391961972764198,0.0001787230709290251,0.043740896574148896,0.9987394725177305,0.5991688831478146,0.04381164535880089,0.0001710425244709768,0.04364060307852924,0.9985839836299419,0.5986328125,0.589599609375,3.3144775331020355,3.3368896543979645
30.0,0.043854695104115396,0.00017575153578171864,0.043678943596199046,0.9987367019585683,0.598634197779581,0.043704006588086486,0.00018743719738267828,0.04351656953804195,0.9984619133174419,0.5991699211299419,0.5862792953848839,3.3596435487270355,3.3368896543979645
