episode,step,target_agent_id,nano_action,teacher_action_target,action_match,repeat_pred,reward,delay,drop,offload_rate,nano_infer_ms,round_trip_ms,other_policy,joint_actions
0,29,0,1,1,1,,-0.28875,57.75,0.0,1.0,1.3112040014675586,10.790799977257848,teacher,"[1, 1, 1, 1]"
0,30,0,1,1,1,,-0.29625,59.25,0.0,1.0,0.6445250000979286,8.538099937140942,teacher,"[1, 1, 1, 1]"
0,31,0,1,1,1,,-0.60125,120.25,0.25,1.0,1.3269600003695814,51.88719998113811,teacher,"[1, 1, 1, 1]"
0,32,0,1,1,1,,-0.30625,61.25,0.0,1.0,1.3493739988916786,117.67169996164739,teacher,"[1, 1, 1, 1]"
0,33,0,1,1,1,,-0.60875,121.75,0.25,1.0,1.489469999796711,106.1988000292331,teacher,"[1, 1, 1, 1]"
0,34,0,1,1,1,,-0.31875,63.75,0.0,1.0,1.3651830013259314,9.991700062528253,teacher,"[1, 1, 1, 1]"
0,35,0,1,1,1,,-0.32875,65.75,0.0,1.0,1.3616980013466673,9.928399929776788,teacher,"[1, 1, 1, 1]"
0,36,0,1,1,1,,-0.33625,67.25,0.0,1.0,1.4674719986942364,38.368399953469634,teacher,"[1, 1, 1, 1]"
0,37,0,1,1,1,,-0.3475,69.5,0.0,1.0,1.6426700003648875,13.48259998485446,teacher,"[1, 1, 1, 1]"
0,38,0,1,1,1,,-0.6425,128.5,0.25,1.0,1.5933200011204462,124.14070009253919,teacher,"[1, 1, 1, 1]"
0,39,0,1,1,1,,-0.36125,72.25,0.0,1.0,1.3696030000573955,11.853100033476949,teacher,"[1, 1, 1, 1]"
0,40,0,1,1,1,,-0.36625,73.25,0.0,1.0,1.347605999399093,13.563300017267466,teacher,"[1, 1, 1, 1]"
0,41,0,1,1,1,,-0.935,187.0,0.5,1.0,1.60236800002167,12.704599997960031,teacher,"[1, 1, 1, 1]"
0,42,0,1,1,1,,-0.3775,75.5,0.0,1.0,1.3209799999458482,12.563599972054362,teacher,"[1, 1, 1, 1]"
0,43,0,1,1,1,,-0.38875,77.75,0.0,1.0,1.3377769992075628,16.929399920627475,teacher,"[1, 1, 1, 1]"
0,44,0,1,1,1,,-0.395,79.0,0.0,1.0,1.3492699999915203,18.33780005108565,teacher,"[1, 1, 1, 1]"
0,45,0,1,1,1,,-0.4025,80.5,0.0,1.0,1.718699000775814,106.27190000377595,teacher,"[1, 1, 1, 1]"
0,46,0,1,1,1,,-0.41375,82.75,0.0,1.0,1.730748001136817,11.642899946309626,teacher,"[1, 1, 1, 1]"
0,47,0,1,1,1,,-0.69,138.0,0.25,1.0,1.584772000569501,10.651499964296818,teacher,"[1, 1, 1, 1]"
0,48,0,1,1,1,,-0.4225,84.5,0.0,1.0,1.605990000825841,76.56070007942617,teacher,"[1, 1, 1, 1]"
0,49,0,1,1,1,,-0.4375,87.5,0.0,1.0,1.8457279984431807,113.20140003226697,teacher,"[1, 1, 1, 1]"
0,50,0,1,1,1,,-0.445,89.0,0.0,1.0,1.9559769989427878,179.28390007000417,teacher,"[1, 1, 1, 1]"
0,51,0,1,1,1,,-0.70875,141.75,0.25,1.0,1.6743230007705279,260.90400002431124,teacher,"[1, 1, 1, 1]"
0,52,0,1,1,1,,-0.45375,90.75,0.0,1.0,1.4474290001089685,10.632699937559664,teacher,"[1, 1, 1, 1]"
0,53,0,1,1,1,,-0.46,92.0,0.0,1.0,1.4192430007824441,255.2676999475807,teacher,"[1, 1, 1, 1]"
0,54,0,1,1,1,,-0.46375,92.75,0.0,1.0,1.3972460001241416,11.169200064614415,teacher,"[1, 1, 1, 1]"
0,55,0,1,1,1,,-0.47125,94.25,0.0,1.0,1.768746000379906,12.61880004312843,teacher,"[1, 1, 1, 1]"
0,56,0,1,1,1,,-0.4825,96.5,0.0,1.0,1.7338510006084107,82.83579989802092,teacher,"[1, 1, 1, 1]"
0,57,0,1,1,1,,-0.49125,98.25,0.0,1.0,1.791680999303935,10.487799998372793,teacher,"[1, 1, 1, 1]"
0,58,0,1,1,1,,-0.49625,99.25,0.0,1.0,1.3314360003278125,105.2560000680387,teacher,"[1, 1, 1, 1]"
0,59,0,1,1,1,,-0.50125,100.25,0.0,1.0,1.4156319994071964,14.007700025103986,teacher,"[1, 1, 1, 1]"
0,60,0,1,1,1,,-0.7575,151.5,0.25,1.0,0.702121000358602,8.374400087632239,teacher,"[1, 1, 1, 1]"
0,61,0,1,1,1,,-0.51625,103.25,0.0,1.0,1.3252989992906805,47.42469999473542,teacher,"[1, 1, 1, 1]"
0,62,0,1,1,1,,-0.5275,105.5,0.0,1.0,1.3708030000998406,11.096499976702034,teacher,"[1, 1, 1, 1]"
0,63,0,1,1,1,,-0.77625,155.25,0.25,1.0,1.311725000050501,11.644899961538613,teacher,"[1, 1, 1, 1]"
0,64,0,1,1,1,,-0.5425,108.5,0.0,1.0,1.748100999975577,71.34520006366074,teacher,"[1, 1, 1, 1]"
0,65,0,1,1,1,,-0.55375,110.75,0.0,1.0,1.3267550002638018,9.332300047390163,teacher,"[1, 1, 1, 1]"
0,66,0,1,1,1,,-0.795,159.0,0.25,1.0,1.6767490014899522,255.28689997736365,teacher,"[1, 1, 1, 1]"
0,67,0,1,1,1,,-0.56375,112.75,0.0,1.0,1.4187519991537556,325.56040002964437,teacher,"[1, 1, 1, 1]"
0,68,0,1,1,1,,-0.57375,114.75,0.0,1.0,4.150173999732942,143.67180003318936,teacher,"[1, 1, 1, 1]"
0,69,0,1,1,1,,-0.58125,116.25,0.0,1.0,1.5231569996103644,83.2245999481529,teacher,"[1, 1, 1, 1]"
0,70,0,1,1,1,,-0.815,163.0,0.25,1.0,1.3703629992960487,10.661799926310778,teacher,"[1, 1, 1, 1]"
0,71,0,1,1,1,,-0.59375,118.75,0.0,1.0,1.3436839999485528,10.624999995343387,teacher,"[1, 1, 1, 1]"
0,72,0,1,1,1,,-0.82625,165.25,0.25,1.0,1.3359869990381412,82.20530010294169,teacher,"[1, 1, 1, 1]"
0,73,0,1,1,1,,-0.6125,122.5,0.0,1.0,1.4203930004441645,11.99649996124208,teacher,"[1, 1, 1, 1]"
0,74,0,1,1,1,,-0.62125,124.25,0.0,1.0,1.0438160006742692,8.155000046826899,teacher,"[1, 1, 1, 1]"
0,75,0,1,1,1,,-1.0625,212.5,0.5,1.0,1.3263649998407345,72.58629996795207,teacher,"[1, 1, 1, 1]"
0,76,0,1,1,1,,-0.84375,168.75,0.25,1.0,1.3836250000167638,12.93279998935759,teacher,"[1, 1, 1, 1]"
0,77,0,1,1,1,,-0.6375,127.5,0.0,1.0,0.6922540014784317,8.001400041393936,teacher,"[1, 1, 1, 1]"
0,78,0,1,1,1,,-0.64625,129.25,0.0,1.0,1.572094999573892,10.891100042499602,teacher,"[1, 1, 1, 1]"
0,79,0,1,1,1,,-0.65375,130.75,0.0,1.0,1.324285000009695,11.171700083650649,teacher,"[1, 1, 1, 1]"
0,80,0,1,1,1,,-0.66375,132.75,0.0,1.0,1.567310000609723,10.727499960921705,teacher,"[1, 1, 1, 1]"
0,81,0,1,1,1,,-0.67375,134.75,0.0,1.0,1.3276140016387217,12.569800019264221,teacher,"[1, 1, 1, 1]"
0,82,0,1,1,1,,-0.68125,136.25,0.0,1.0,1.703357998849242,13.220699969679117,teacher,"[1, 1, 1, 1]"
0,83,0,1,1,1,,-0.68625,137.25,0.0,1.0,1.4215369992598426,19.427699968218803,teacher,"[1, 1, 1, 1]"
0,84,0,1,1,1,,-0.69125,138.25,0.0,1.0,1.723069000945543,9.641999960877001,teacher,"[1, 1, 1, 1]"
0,85,0,1,1,1,,-0.8975,179.5,0.25,1.0,1.3343219998205313,12.023599934764206,teacher,"[1, 1, 1, 1]"
0,86,0,1,1,1,,-0.70375,140.75,0.0,1.0,1.3300059999892255,10.413399897515774,teacher,"[1, 1, 1, 1]"
0,87,0,1,1,1,,-0.71125,142.25,0.0,1.0,1.310139999986859,9.783000103197992,teacher,"[1, 1, 1, 1]"
0,88,0,1,1,1,,-0.91125,182.25,0.25,1.0,1.3172649996704422,10.305400006473064,teacher,"[1, 1, 1, 1]"
0,89,0,1,1,1,,-0.71875,143.75,0.0,1.0,1.6711669995856937,32.212199992500246,teacher,"[1, 1, 1, 1]"
0,90,0,1,1,1,,-0.72875,145.75,0.0,1.0,1.335726999968756,10.500999982468784,teacher,"[1, 1, 1, 1]"
0,91,0,1,1,1,,-0.73625,147.25,0.0,1.0,1.3448800000332994,10.794300003908575,teacher,"[1, 1, 1, 1]"
0,92,0,1,1,1,,-0.74,148.0,0.0,1.0,1.3257420014269883,10.834199958480895,teacher,"[1, 1, 1, 1]"
0,93,0,1,1,1,,-0.7475,149.5,0.0,1.0,1.3018189983995399,11.64389995392412,teacher,"[1, 1, 1, 1]"
0,94,0,1,1,1,,-0.75875,151.75,0.0,1.0,1.3156000004528323,9.99639998190105,teacher,"[1, 1, 1, 1]"
0,95,0,1,1,1,,-0.95,190.0,0.25,1.0,1.419041000190191,82.85999996587634,teacher,"[1, 1, 1, 1]"
0,96,0,1,1,1,,-0.95375,190.75,0.25,1.0,1.8015980003838195,33.413599943742156,teacher,"[1, 1, 1, 1]"
0,97,0,1,1,1,,-0.77625,155.25,0.0,1.0,1.3779029995930614,16.97330002207309,teacher,"[1, 1, 1, 1]"
0,98,0,1,1,1,,-0.78375,156.75,0.0,1.0,1.7525570001453161,13.600099948234856,teacher,"[1, 1, 1, 1]"
0,99,0,1,1,1,,-0.79,158.0,0.0,1.0,1.3417599984677508,12.57450005505234,teacher,"[1, 1, 1, 1]"
0,100,0,1,1,1,,-1.14625,229.25,0.5,1.0,1.3236089998827083,12.392999953590333,teacher,"[1, 1, 1, 1]"
0,101,0,1,1,1,,-0.79875,159.75,0.0,1.0,1.3018190002185293,12.892800034023821,teacher,"[1, 1, 1, 1]"
0,102,0,1,1,1,,-0.80875,161.75,0.0,1.0,1.7227049993380206,10.170600027777255,teacher,"[1, 1, 1, 1]"
0,103,0,1,1,1,,-0.815,163.0,0.0,1.0,1.6897330006031552,39.9071000283584,teacher,"[1, 1, 1, 1]"
0,104,0,1,1,1,,-0.8225,164.5,0.0,1.0,1.3727550012845313,12.09129998460412,teacher,"[1, 1, 1, 1]"
0,105,0,1,1,1,,-0.83,166.0,0.0,1.0,1.3291739996930119,10.379199986346066,teacher,"[1, 1, 1, 1]"
0,106,0,1,1,1,,-0.83375,166.75,0.0,1.0,1.779599999281345,12.135899974964559,teacher,"[1, 1, 1, 1]"
0,107,0,1,1,1,,-0.84375,168.75,0.0,1.0,1.3141960007487796,9.899800061248243,teacher,"[1, 1, 1, 1]"
0,108,0,1,1,1,,-0.85375,170.75,0.0,1.0,1.319734999924549,61.939500039443374,teacher,"[1, 1, 1, 1]"
0,109,0,1,1,1,,-1.02,204.0,0.25,1.0,1.3164590000087628,10.60819998383522,teacher,"[1, 1, 1, 1]"
0,110,0,1,1,1,,-0.8675,173.5,0.0,1.0,1.3250910014903639,79.06750007532537,teacher,"[1, 1, 1, 1]"
0,111,0,1,1,1,,-0.875,175.0,0.0,1.0,1.3667490002262639,10.466299951076508,teacher,"[1, 1, 1, 1]"
0,112,0,1,1,1,,-1.035,207.0,0.25,1.0,1.341369999863673,9.785000002011657,teacher,"[1, 1, 1, 1]"
0,113,0,1,1,1,,-0.88625,177.25,0.0,1.0,1.7341279999527615,11.259599938057363,teacher,"[1, 1, 1, 1]"
0,114,0,1,1,1,,-0.8975,179.5,0.0,1.0,0.7362140004261164,8.806099998764694,teacher,"[1, 1, 1, 1]"
0,115,0,1,1,1,,-0.90625,181.25,0.0,1.0,0.7075590001477394,7.274400093592703,teacher,"[1, 1, 1, 1]"
0,116,0,1,1,1,,-1.20625,241.25,0.5,1.0,1.3316450003912905,48.28539991285652,teacher,"[1, 1, 1, 1]"
0,117,0,1,1,1,,-0.91625,183.25,0.0,1.0,1.3636809999297839,140.08420007303357,teacher,"[1, 1, 1, 1]"
0,118,0,1,1,1,,-0.92375,184.75,0.0,1.0,1.1318329998175614,163.29160006716847,teacher,"[1, 1, 1, 1]"
0,119,0,1,1,1,,-0.93125,186.25,0.0,1.0,1.4513130008708686,13.70940008200705,teacher,"[1, 1, 1, 1]"
0,120,0,1,1,1,,-0.93625,187.25,0.0,1.0,1.373302000502008,10.574499960057437,teacher,"[1, 1, 1, 1]"
0,121,0,1,1,1,,-0.94375,188.75,0.0,1.0,1.4388839990715496,71.40809996053576,teacher,"[1, 1, 1, 1]"
0,122,0,1,1,1,,-0.72,144.0,0.0,0.75,1.3253519991849316,15.192799968644977,teacher,"[1, 1, 1, 0]"
0,123,0,1,1,1,,-0.96125,192.25,0.0,1.0,1.3306049986567814,10.82330010831356,teacher,"[1, 1, 1, 1]"
0,124,0,1,1,1,,-0.96875,193.75,0.0,1.0,1.385887999276747,10.648999945260584,teacher,"[1, 1, 1, 1]"
0,125,0,1,1,1,,-0.97625,195.25,0.0,1.0,1.5846080004848773,11.443700059317052,teacher,"[1, 1, 1, 1]"
0,126,0,1,1,1,,-0.98125,196.25,0.0,1.0,1.3471950005623512,10.098200058564544,teacher,"[1, 1, 1, 1]"
0,127,0,1,1,1,,-0.98875,197.75,0.0,1.0,1.6113389992824523,15.363999991677701,teacher,"[1, 1, 1, 1]"
0,128,0,1,1,1,,-0.99875,199.75,0.0,1.0,1.7096329993364634,21.501599927432835,teacher,"[1, 1, 1, 1]"
0,129,0,1,1,1,,-1.00875,201.75,0.0,1.0,1.328993001152412,11.473199934698641,teacher,"[1, 1, 1, 1]"
0,130,0,1,1,1,,-1.01875,203.75,0.0,1.0,1.3307600002008257,11.592600028961897,teacher,"[1, 1, 1, 1]"
0,131,0,1,1,1,,-1.02625,205.25,0.0,1.0,1.7164979999506613,12.843100004829466,teacher,"[1, 1, 1, 1]"
0,132,0,1,1,1,,-1.03375,206.75,0.0,1.0,1.7885800007206853,64.59530000574887,teacher,"[1, 1, 1, 1]"
0,133,0,1,1,1,,-1.04375,208.75,0.0,1.0,1.3284199994814117,9.731199941597879,teacher,"[1, 1, 1, 1]"
0,134,0,1,1,1,,-1.1625,232.5,0.25,1.0,1.317706000918406,239.80569990817457,teacher,"[1, 1, 1, 1]"
0,135,0,1,1,1,,-1.1625,232.5,0.25,1.0,1.4796340001339559,10.441799997352064,teacher,"[1, 1, 1, 1]"
0,136,0,1,1,1,,-1.05375,210.75,0.0,1.0,1.3450370006466983,14.12099995650351,teacher,"[1, 1, 1, 1]"
0,137,0,1,1,1,,-1.06375,212.75,0.0,1.0,1.7116949984483654,204.45759990252554,teacher,"[1, 1, 1, 1]"
0,138,0,1,1,1,,-1.07125,214.25,0.0,1.0,1.5233210015139775,30.71980003733188,teacher,"[1, 1, 1, 1]"
0,139,0,1,1,1,,-1.07875,215.75,0.0,1.0,1.367140001093503,10.484199970960617,teacher,"[1, 1, 1, 1]"
0,140,0,1,1,1,,-1.19,238.0,0.25,1.0,1.39080400003877,10.054999962449074,teacher,"[1, 1, 1, 1]"
0,141,0,1,1,1,,-1.1925,238.5,0.25,1.0,0.678082999002072,7.19490007031709,teacher,"[1, 1, 1, 1]"
0,142,0,1,1,1,,-1.0975,219.5,0.0,1.0,1.5687760005675955,8.69990000501275,teacher,"[1, 1, 1, 1]"
0,143,0,1,1,1,,-1.10625,221.25,0.0,1.0,1.3173160004953388,9.677499998360872,teacher,"[1, 1, 1, 1]"
0,144,0,1,1,1,,-1.20875,241.75,0.25,1.0,1.4151960003800923,18.038099980913103,teacher,"[1, 1, 1, 1]"
0,145,0,1,1,1,,-1.11875,223.75,0.0,1.0,1.314299999648938,15.397000010125339,teacher,"[1, 1, 1, 1]"
0,146,0,1,1,1,,-0.94125,188.25,0.25,0.75,1.6541210006835172,17.26520003285259,teacher,"[1, 1, 0, 1]"
0,147,0,1,1,1,,-0.85125,170.25,0.0,0.75,1.6913079998630565,46.623599948361516,teacher,"[1, 0, 1, 1]"
0,148,0,1,1,1,,-1.1425,228.5,0.0,1.0,1.386228001138079,9.961499948985875,teacher,"[1, 1, 1, 1]"
0,149,0,0,0,1,,-0.8675,173.5,0.0,0.75,1.3504979997378541,10.736800031736493,teacher,"[0, 1, 1, 1]"
0,150,0,0,0,1,,-0.96125,192.25,0.25,0.75,1.325014000030933,238.03409992251545,teacher,"[0, 1, 1, 1]"
0,151,0,1,1,1,,-1.15875,231.75,0.0,1.0,1.8805139989126474,45.17970001325011,teacher,"[1, 1, 1, 1]"
0,152,0,1,1,1,,-1.16875,233.75,0.0,1.0,1.7562659995746799,12.33289996162057,teacher,"[1, 1, 1, 1]"
0,153,0,1,1,1,,-1.26,252.0,0.25,1.0,1.3322429986146744,40.11000005993992,teacher,"[1, 1, 1, 1]"
0,154,0,1,1,1,,-1.18625,237.25,0.0,1.0,1.3556470003095455,38.32149994559586,teacher,"[1, 1, 1, 1]"
0,155,0,1,1,1,,-1.34625,269.25,0.5,1.0,1.351016999251442,11.1521000508219,teacher,"[1, 1, 1, 1]"
0,156,0,1,1,1,,-1.19875,239.75,0.0,1.0,1.4132720007182797,273.13250000588596,teacher,"[1, 1, 1, 1]"
0,157,0,0,0,1,,-0.9125,182.5,0.0,0.75,1.485904000219307,15.347199980169535,teacher,"[0, 1, 1, 1]"
0,158,0,1,1,1,,-0.90875,181.75,0.0,0.75,1.7616559998714365,11.331200017593801,teacher,"[1, 1, 0, 1]"
0,159,0,1,1,1,,-1.21375,242.75,0.0,1.0,1.3412660009635147,21.048699971288443,teacher,"[1, 1, 1, 1]"
0,160,0,1,1,1,,-1.29125,258.25,0.25,1.0,1.340017000984517,251.2340999674052,teacher,"[1, 1, 1, 1]"
0,161,0,1,1,1,,-1.2975,259.5,0.25,1.0,1.653685001656413,205.7861000066623,teacher,"[1, 1, 1, 1]"
0,162,0,1,1,1,,-0.9325,186.5,0.0,0.75,2.0842699996137526,313.8176999054849,teacher,"[1, 1, 0, 1]"
0,163,0,1,1,1,,-0.94375,188.75,0.0,0.75,2.1501539995369967,12.65300007071346,teacher,"[1, 1, 0, 1]"
0,164,0,1,1,1,,-0.9525,190.5,0.0,0.75,0.5035109988966724,55.486700031906366,teacher,"[1, 1, 0, 1]"
0,165,0,0,0,1,,-0.69875,139.75,0.25,0.25,1.7622619998292066,11.331900022923946,teacher,"[0, 1, 0, 0]"
0,166,0,1,1,1,,-1.24875,249.75,0.0,1.0,1.3404069995885948,11.426700046285987,teacher,"[1, 1, 1, 1]"
0,167,0,0,0,1,,-1.32,264.0,0.25,0.75,1.334997999947518,28.46449997741729,teacher,"[0, 1, 1, 1]"
0,168,0,0,0,1,,-1.32375,264.75,0.25,0.75,1.6699429997970583,62.91300000157207,teacher,"[0, 1, 1, 1]"
0,169,0,0,0,1,,-0.70875,141.75,0.25,0.5,1.427940000212402,15.118799987249076,teacher,"[0, 1, 1, 0]"
0,170,0,0,0,1,,-1.44125,288.25,0.75,0.5,1.3608990011562128,10.387400048784912,teacher,"[0, 1, 0, 1]"
0,171,0,1,1,1,,-0.66125,132.25,0.0,0.5,1.3239719992270693,11.388099985197186,teacher,"[1, 1, 0, 0]"
0,172,0,0,0,1,,-1.38625,277.25,0.5,0.5,1.356790000500041,12.620800058357418,teacher,"[0, 1, 0, 1]"
0,173,0,1,1,1,,-1.02625,205.25,0.25,0.75,1.7342809987894725,246.7476000310853,teacher,"[1, 1, 1, 0]"
0,174,0,0,0,1,,-1.33625,267.25,0.25,0.75,1.8359080004302086,12.10910000372678,teacher,"[0, 1, 1, 1]"
0,175,0,0,0,1,,-0.77125,154.25,0.5,0.0,1.3406670004769694,12.037499924190342,teacher,"[0, 0, 0, 0]"
0,176,0,1,1,1,,-1.33875,267.75,0.25,0.75,1.771051000105217,12.479599914513528,teacher,"[1, 1, 0, 1]"
0,177,0,0,0,1,,-1.395,279.0,0.5,0.5,1.3861240004189312,12.355500017292798,teacher,"[0, 1, 1, 0]"
0,178,0,1,1,1,,-1.34625,269.25,0.25,0.75,1.3308890011103358,20.666399970650673,teacher,"[1, 1, 0, 1]"
0,179,0,1,1,1,,-1.4,280.0,0.5,0.5,1.3377550003497163,17.728500068187714,teacher,"[1, 1, 0, 0]"
0,180,0,0,0,1,,-1.40125,280.25,0.5,0.5,1.6868990005605156,13.05139996111393,teacher,"[0, 1, 0, 1]"
0,181,0,1,1,1,,-1.3125,262.5,0.0,1.0,1.3152339997759555,12.09440000820905,teacher,"[1, 1, 1, 1]"
0,182,0,1,1,1,,-1.04875,209.75,0.25,0.5,1.3196030013205018,11.097999988123775,teacher,"[1, 1, 0, 0]"
0,183,0,1,1,1,,-1.36875,273.75,0.25,0.75,1.3103450000926387,56.58119998406619,teacher,"[1, 1, 1, 0]"
0,184,0,0,0,1,,-0.725,145.0,0.25,0.25,0.6361369996739086,9.817899903282523,teacher,"[0, 1, 0, 0]"
0,185,0,0,0,1,,-1.37625,275.25,0.25,0.75,0.6754040005034767,112.0098999235779,teacher,"[0, 1, 1, 1]"
0,186,0,0,0,1,,-1.46,292.0,0.75,0.25,0.8531229996151524,125.36240008194,teacher,"[0, 1, 0, 0]"
0,187,0,0,0,1,,-1.05375,210.75,0.25,0.5,1.3360379998630378,10.024900082498789,teacher,"[0, 1, 0, 1]"
0,188,0,1,1,1,,-1.41875,283.75,0.5,0.5,1.336661998720956,13.2039999589324,teacher,"[1, 1, 0, 0]"
0,189,0,1,1,1,,-1.38125,276.25,0.25,0.75,1.7055179996532388,15.40549995843321,teacher,"[1, 1, 0, 1]"
0,190,0,0,0,1,,-0.7625,152.5,0.5,0.0,1.4215169994713506,120.02669996581972,teacher,"[0, 0, 0, 0]"
0,191,0,0,0,1,,-1.05875,211.75,0.25,0.5,0.6277229986153543,123.77599999308586,teacher,"[0, 1, 0, 1]"
0,192,0,1,1,1,,-1.42375,284.75,0.5,0.5,1.3742399987677345,12.339500011876225,teacher,"[1, 1, 0, 0]"
0,193,0,0,0,1,,-1.05875,211.75,0.25,0.5,1.7206860011356184,29.45699996780604,teacher,"[0, 1, 1, 0]"
0,194,0,1,1,1,,-1.42625,285.25,0.5,0.5,1.3516140006686328,144.54220002517104,teacher,"[1, 1, 0, 0]"
0,195,0,0,0,1,,-1.3925,278.5,0.25,0.75,0.19951399917772505,390.5696999281645,teacher,"[0, 1, 1, 1]"
0,196,0,0,0,1,,-1.43125,286.25,0.5,0.5,0.23087800036591943,9.316200041212142,teacher,"[0, 1, 0, 1]"
0,197,0,0,0,1,,-1.06125,212.25,0.25,0.5,0.1394420014548814,7.650100043974817,teacher,"[0, 1, 1, 0]"
0,198,0,1,1,1,,-1.0675,213.5,0.25,0.5,0.11728500066965353,6.93069992121309,teacher,"[1, 0, 1, 0]"
0,199,0,1,1,1,,-0.71125,142.25,0.0,0.5,0.10131799899681937,81.65970002301037,teacher,"[1, 0, 0, 1]"
0,200,0,1,1,1,,-1.07125,214.25,0.25,0.5,0.14864799959468655,4.95900004170835,teacher,"[1, 1, 0, 0]"
0,201,0,0,0,1,,-1.5,300.0,1.0,0.0,0.11192800047865603,4.432799993082881,teacher,"[0, 0, 0, 0]"
0,202,0,0,0,1,,-1.5,300.0,1.0,0.0,0.09757299994817004,5.970700061880052,teacher,"[0, 0, 0, 0]"
0,203,0,1,1,1,,-1.43625,287.25,0.5,0.5,0.0950760004343465,6.831999984569848,teacher,"[1, 0, 1, 0]"
0,204,0,0,0,1,,-1.46875,293.75,0.75,0.25,0.09263199899578467,4.8451999900862575,teacher,"[0, 0, 1, 0]"
0,205,0,1,1,1,,-1.04125,208.25,0.0,0.75,0.12389100083964877,4.906099988147616,teacher,"[1, 1, 0, 1]"
0,206,0,0,0,1,,-1.11,222.0,0.5,0.25,0.10880999980145134,156.20219998527318,teacher,"[0, 0, 1, 0]"
